28,000,STATE,ANDHRA PRADESH,Total,,21022588,84580777,42442146,42138631,9142802,4714950,4427852,13878078,6913047,6965031,5918073,2969362,2948711,50556760,28251243,22305517,34024017,14190903,19833114,39422906,24185595,15237311,33037378,21460081,11577297,6087607,4183319,1904288,13201989,6787204,6414785,1164314,549534,614780,12583468,9940024,2643444,6385528,2725514,3660014,403915,173985,229930,3765765,1342818,2422947,274823,93558,181265,1941025,1115153,825872,5547424,2378533,3168891,348104,148236,199868,3285579,1178463,2107116,221173,74105,147068,1692568,977729,714839,838104,346981,491123,55811,25749,30062,480186,164355,315831,53650,19453,34197,248457,137424,111033,45157871,18256551,26901320
28,000,STATE,ANDHRA PRADESH,Rural,267190.50,14234387,56361702,28243241,28118461,6152022,3169288,2982734,10846333,5417474,5428859,5232129,2620892,2611237,30351065,17395600,12955465,26010637,10847641,15162996,29052307,16498189,12554118,24142968,14585917,9557051,5902131,4038316,1863815,12538929,6401648,6137281,741614,312226,429388,4960294,3833727,1126567,4909339,1912272,2997067,365757,154460,211297,3563688,1255218,2308470,171942,54199,117743,807952,448395,359557,4245503,1663176,2582327,311160,129458,181702,3111775,1102677,2009098,138478,43449,95029,684090,387592,296498,663836,249096,414740,54597,25002,29595,451913,152541,299372,33464,10750,22714,123862,60803,63059,27309395,11745052,15564343
28,000,STATE,ANDHRA PRADESH,Urban,7854.50,6788201,28219075,14198905,14020170,2990780,1545662,1445118,3031745,1495573,1536172,685944,348470,337474,20205695,10855643,9350052,8013380,3343262,4670118,10370599,7687406,2683193,8894410,6874164,2020246,185476,145003,40473,663060,385556,277504,422700,237308,185392,7623174,6106297,1516877,1476189,813242,662947,38158,19525,18633,202077,87600,114477,102881,39359,63522,1133073,666758,466315,1301921,715357,586564,36944,18778,18166,173804,75786,98018,82695,30656,52039,1008478,590137,418341,174268,97885,76383,1214,747,467,28273,11814,16459,20186,8703,11483,124595,76621,47974,17848476,6511499,11336977
28,532,DISTRICT,Adilabad,Total,16105.00,649849,2741239,1369597,1371642,309992,160291,149701,488596,242844,245752,495794,247472,248322,1483347,856350,626997,1257892,513247,744645,1323667,748939,574728,1066460,639313,427147,343500,220624,122876,332524,156351,176173,69416,16085,53331,321020,246253,74767,257207,109626,147581,20237,10328,9909,152388,56007,96381,15245,4002,11243,69337,39289,30048,224068,95267,128801,18010,9120,8890,134104,49439,84665,12537,3104,9433,59417,33604,25813,33139,14359,18780,2227,1208,1019,18284,6568,11716,2708,898,1810,9920,5685,4235,1417572,620658,796914
28,532,DISTRICT,Adilabad,Rural,15751.30,473010,1980980,985303,995677,234207,120918,113289,368490,182451,186039,463089,231551,231538,965707,569033,396674,1015273,416270,599003,1059249,555137,504112,848114,470886,377228,338823,217051,121772,314964,146479,168485,56225,10953,45272,138102,96403,41699,211135,84251,126884,19539,9936,9603,142203,51715,90488,12054,2769,9285,37339,19831,17508,184566,73711,110855,17350,8753,8597,125321,45742,79579,9966,2140,7826,31929,17076,14853,26569,10540,16029,2189,1183,1006,16882,5973,10909,2088,629,1459,5410,2755,2655,921731,430166,491565
28,532,DISTRICT,Adilabad,Urban,353.70,176839,760259,384294,375965,75785,39373,36412,120106,60393,59713,32705,15921,16784,517640,287317,230323,242619,96977,145642,264418,193802,70616,218346,168427,49919,4677,3573,1104,17560,9872,7688,13191,5132,8059,182918,149850,33068,46072,25375,20697,698,392,306,10185,4292,5893,3191,1233,1958,31998,19458,12540,39502,21556,17946,660,367,293,8783,3697,5086,2571,964,1607,27488,16528,10960,6570,3819,2751,38,25,13,1402,595,807,620,269,351,4510,2930,1580,495841,190492,305349
28,533,DISTRICT,Nizamabad,Total,7956.00,593234,2551335,1250641,1300694,282417,144977,137440,371074,178798,192276,192941,95679,97262,1389810,790214,599596,1161525,460427,701098,1261076,684320,576756,1055965,590356,465609,267489,170014,97475,330793,172920,157873,149979,21619,128360,307704,225803,81901,205111,93964,111147,10613,5255,5358,117488,52081,65407,21332,4403,16929,55678,32225,23453,173774,79990,93784,9166,4500,4666,100486,44894,55592,17032,3230,13802,47090,27366,19724,31337,13974,17363,1447,755,692,17002,7187,9815,4300,1173,3127,8588,4859,3729,1290259,566321,723938
28,533,DISTRICT,Nizamabad,Rural,7825.02,465538,1962963,958837,1004126,214946,110596,104350,323425,155816,167609,185297,92056,93241,987594,573184,414410,975369,385653,589716,1039986,533617,506369,871103,459761,411342,262790,166540,96250,316810,164444,152366,130738,16995,113743,160765,111782,48983,168883,73856,95027,10175,5002,5173,111780,48941,62839,16681,3139,13542,30247,16774,13473,142685,62684,80001,8745,4258,4487,95449,42107,53342,13406,2328,11078,25085,13991,11094,26198,11172,15026,1430,744,686,16331,6834,9497,3275,811,2464,5162,2783,2379,922977,425220,497757
28,533,DISTRICT,Nizamabad,Urban,130.98,127696,588372,291804,296568,67471,34381,33090,47649,22982,24667,7644,3623,4021,402216,217030,185186,186156,74774,111382,221090,150703,70387,184862,130595,54267,4699,3474,1225,13983,8476,5507,19241,4624,14617,146939,114021,32918,36228,20108,16120,438,253,185,5708,3140,2568,4651,1264,3387,25431,15451,9980,31089,17306,13783,421,242,179,5037,2787,2250,3626,902,2724,22005,13375,8630,5139,2802,2337,17,11,6,671,353,318,1025,362,663,3426,2076,1350,367282,141101,226181
28,534,DISTRICT,Karimnagar,Total,11823.00,976022,3776269,1880800,1895469,336053,173647,162406,709757,352481,357276,106745,53495,53250,2206829,1257238,949591,1569440,623562,945878,1876768,1049463,827305,1590304,935666,654638,344598,219424,125174,584654,281962,302692,144953,38878,106075,516099,395402,120697,286464,113797,172667,15792,6489,9303,172205,60349,111856,23387,5576,17811,75080,41383,33697,247422,97602,149820,13367,5328,8039,150232,52533,97699,19751,4545,15206,64072,35196,28876,39042,16195,22847,2425,1161,1264,21973,7816,14157,3636,1031,2605,11008,6187,4821,1899501,831337,1068164
